PCA_1,PCA_2,PCA_3,PCA_4,PCA_5,PCA_6,PCA_7,PCA_8,PCA_9,PCA_10,PCA_11,PCA_12,PCA_13,PCA_14,PCA_15,PCA_16,PCA_17,PCA_18,PCA_19,PCA_20,PCA_21,PCA_22,PCA_23,PCA_24,PCA_25,PCA_26,PCA_27,PCA_28,PCA_29,PCA_30,PCA_31,PCA_32,PCA_33,PCA_34,PCA_35,PCA_36,PCA_37,PCA_38,PCA_39,PCA_40,PCA_41,Digit
-0.021179371647677938,1.5062180637100793,-4.028060063785142,-2.8370637183597887,1.1215055415747546,1.04871910166144,0.1508929293576719,0.2361657857095393,1.1442351498064618,0.21606154746332645,-0.33964842290926445,0.07076398138946528,-0.017673096918010087,-0.2675030666052606,-0.04141859932113758,0.7093995015079498,-0.01028073484086232,0.24610827491566994,0.28989889948656206,1.1862442385964853,0.3357297839785154,0.7811776370533925,-0.5513896922403705,-1.119734899850009,-0.17414661799800893,0.3761094611548757,-0.6113681340616948,-0.8951668721482737,0.5055474100168087,-0.39504714411560404,0.3956433930056687,0.1409195909084315,0.18554464294185682,-0.06774950265437012,-0.8069402901616471,-0.21710196211539953,0.3510080899472489,0.7740643914680464,0.39289921194161387,-0.44769422725050984,0.45926401742019085,0
0.4363181200374552,3.001971405877225,-6.068029004318083,-2.907716227351437,1.4390003519092593,0.44702811544052523,0.7989561867401082,1.7621267602333204,1.6964410059812192,-0.2870520929707696,0.49173843037197573,-1.2258981141840704,0.34856647675222574,0.2754181832439251,-0.4497710510671705,0.30931592498725147,0.9744815151130898,0.2087840673097165,-0.5687517605575645,2.2160369485624045,1.0751483308262344,-0.21602649007775465,0.171071436307746,0.9379733937131777,0.6133557370645814,1.2790642641534127,0.6320525362179004,-0.2830173042941925,0.47806245603868,-0.9189143436029661,0.6406883014744175,-0.1472324147108032,-0.35887714250548347,-0.46772064524343243,-0.04417519012711437,0.2637309626859358,-0.1940741773917426,-0.277775357623063,0.013282393999726987,-0.2925172149893846,0.6559697334090911,0
-1.3630083362432062,-3.160016354284843,0.7432257434655071,-1.3957249604542212,0.3145627919208353,-0.9687127197551482,-3.625171415885936,2.136620776469253,0.731815735219568,0.292575872101712,1.5782840998518712,-0.15228948197775843,-0.1069183076725295,-0.6340937080296737,0.5551177919093274,0.7346402591927675,0.332068692482928,-0.1388056641802661,-0.11306343381934737,0.645295034803952,0.3113416784573948,-0.3886859724461166,0.13690819582022865,-0.6816600274045597,0.05000405218160305,-0.16329826427990543,-0.5397217352043222,-0.019395202354777707,-0.14973899803264623,0.6231636925885885,0.15817841254684809,0.6306259847987108,0.9686885018794307,0.5357098479656041,0.5393221155158032,0.4267172442412953,0.4705649864219819,0.46551777733716593,-0.00037421864076292167,0.21560768177692582,-0.42022708220659455,7
-4.499441667495723,-0.9495553865062105,-0.4338651962684322,1.7200581995151694,-0.5171723358252148,2.7016824840722955,1.7211421222453163,-0.4170251860944736,1.9238724795372477,1.028772847578892,-0.7975948145206376,0.060814815964432174,0.29652705948979347,2.1192561899867766,0.007129967242784622,-0.29272779687878087,-0.6935155594751092,-0.7322128819586402,0.029238051192996186,-0.822479049736577,-0.17253160772875634,0.13707676972487057,0.49126755387505233,0.6935874016893334,-0.20738736255090184,-0.5416008645446894,0.3476473399751761,0.543498953399955,-0.4969518772166391,0.9365509892873737,-0.21860694631137792,0.628944422674113,0.18067322047139422,-1.1653687852368675,-0.2071136415719361,-1.2872658432961814,-0.16219337806205675,-0.47515641231438904,-0.9860189375025513,0.20275076060873518,1.2757219130546447,4
1.199084216106179,3.264752464116401,-1.7062627995322268,-1.130340411771079,-1.262344918831808,0.22520275463540543,-1.3683616920078032,-2.4254122913134513,-0.3606411011313021,-0.03984574872502959,0.8989825450009231,-0.2762378931072715,-0.28364755411868003,0.36204364039794057,0.7317221776744487,-1.1332415262887454,-1.3402557877113974,-0.6056075225180247,0.6848488100325846,0.4432209351211142,0.2966074380971664,-0.2488617891190108,-0.674864682786907,-0.04841394435809793,-0.1689621527165074,-0.43049236327280527,-0.23131602819595956,-0.14883279328359209,0.8141847603288248,-0.11745544345720695,1.013783219175798,0.2190428805135275,-0.144643743422211,-0.02166344763990729,-0.8806598437265056,-0.4434472809024116,-0.3141350204910286,-0.13839665985364777,-0.434092960001858,-0.1313209619095039,0.14211223809520976,6
3.630865865378243,0.32557084884738946,1.01834421317129,1.1518640619042988,-3.417504867799902,-0.558193902777673,3.158658593432563,2.8960433104989014,2.3284335127753426,2.289247567832937,-0.8802747284125781,0.6838661265821746,-1.7464287061031325,0.3668662785489281,0.5600729042021605,-0.11310459728916786,0.36418980438391746,2.0609779387943004,-0.37850888379550557,0.7613355301700856,1.532705835966618,-1.5104842042580087,0.2786934063247077,-1.2158046602435362,-0.2013805410361527,-0.5778640179464167,-1.0717179064578157,-0.255305152810562,-0.6225299218503467,-0.3647100990885601,-0.9633473185157152,-0.16857959508043877,0.21371067192733953,1.0555788911598767,-0.6997003018160526,0.7520899410425652,-0.5016307946735474,-0.48819503675340786,0.1851265598850072,0.11108973295917539,-0.021342611912405943,2
-2.4957158796438916,-0.8724315559554845,-1.3898459003233912,0.6409026931215398,-0.5874428171185819,1.7716884479667454,1.4398608172135843,0.7106042764092716,0.5065541956389475,-0.2888328960948732,-0.5202440461013911,1.5499408395415493,0.1598662106295022,-0.2571727995752652,0.6067448450341058,-0.9868653833371899,-1.9203752186958956,-1.47940431457065,1.0012159617134628,-0.20897014007185377,-0.195822127842802,-0.15761624747092934,-0.5436111478022038,0.4662387407099081,-0.2331221581350213,-0.6351925902507454,-0.4807521879039563,-0.33773103536037685,0.3267492289843168,-0.4947912491083388,0.4337263312555749,-0.2801375542705295,-0.20248058152457876,0.5281956862328763,0.1740260445634543,0.9172791485234851,0.42816334636529235,0.6492655645825343,-0.6493237539357074,-0.4630809161771803,-0.18685762309332107,5
0.07034033404157795,-0.7878825173896729,-1.0913814131779112,0.5236606885112243,-0.018956460293508264,2.6239595515042273,1.7603309439836698,-0.5624697104070564,0.012929380940038643,-0.061453564051171965,-0.173604652228642,1.4590450142180211,-0.3749636147359107,-0.4648861338205409,0.5337833826798868,-0.9296603986275056,-1.0270317488690393,-0.8721308422901027,0.8471926010737229,0.8193967386731417,-0.7911411303302305,-0.21756968240415864,-1.0424674143422805,0.11118590797380677,0.05306380273362094,-0.16587145812177265,-0.22462952740265227,0.18798125969378085,-0.7212020188368571,0.006690703546294745,0.26486851027815966,-0.2417482569544025,-0.3665490617564691,0.23943812086832272,0.15461234705569765,-0.5932477692931776,-0.2906107540958616,0.30824226556318945,-0.2897185433959551,0.8878634519291027,0.49816336739763434,5
-2.414469915217998,0.8205588486710613,-2.900824887007919,-2.8214572693499465,1.6656015026584383,0.3725486378545222,1.142482350766247,0.7333450289225464,0.47821572115788835,-0.33739978689403477,-2.3640031539607316,2.389103942085725,0.42185983629435614,0.07714372865395018,-0.4708188042599498,-0.4206762375392543,-0.5328791218451441,0.4952819314217025,0.2295360263967048,0.30461121612322,-0.5794296802018256,-1.0523848912644203,-0.004939423362665016,-0.0835147272304578,0.5737785102161371,1.4927743182023536,0.5321564566823664,1.877423718192376,-0.6671586446250808,0.08049142773279588,-0.4674318616035162,1.6224507861095132,-0.12306552160061321,-1.1175090889382433,-0.16296694173417464,-0.2734760069924355,-0.4511139282758015,0.894912546593609,-0.1791650569087079,0.9943346797619318,-0.6181046918281132,0
1.8489083323222233,1.6023589647960497,-0.8588723046521916,0.001126035709351965,-0.3597566107881129,1.98250191750739,-0.7963181974996524,-0.9718945014319472,-0.7212464641830157,-0.028833328437635655,2.1407224449171776,-0.06749666085787637,0.6701895549554701,1.6513158938126689,-0.653203809675993,0.14454747349465646,1.2075530469069975,-0.8592302425520326,-0.2859807719864293,1.2334713639851471,-0.3696631606266368,-1.0298409804508912,0.37109599747676436,0.15367795251818847,0.35044905847808083,0.48142938926347517,-0.503780977779933,-0.46526872577278655,-0.08140351830702709,0.21511180685012554,1.9010950479569007,0.4710381983218705,-0.6575453630349337,-0.9179316193395416,-0.25116929914532377,0.19800546214134312,-0.885657920622558,0.9396296534183408,-0.13960061196926477,0.09172268505997311,0.058609264887087426,8
